GEOIDFQ,SUMLEVEL,NAME,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
8600000US43001,860,43001,2012,17,225613,170000,,,,,,,3.165794521313246,
8600000US43001,860,43001,2013,25,312475,238900,,,,,,,4.417611272397789,
8600000US43001,860,43001,2014,25,302468,235000,,,,,,,4.168810203828209,
8600000US43001,860,43001,2015,26,242973,189000,,,,,,,3.2478691229034915,
8600000US43001,860,43001,2016,27,234868,185000,,,,,,,3.0682986698510635,
8600000US43001,860,43001,2017,40,323199,260000,,,,,,,4.077535913681701,
8600000US43001,860,43001,2018,24,410323,338150,,,,,,,5.279304315243865,
8600000US43001,860,43001,2019,20,354572,297500,,,,,,,4.42662222685137,
8600000US43001,860,43001,2020,28,389691,331000,,,,,,,4.761014340577938,
8600000US43001,860,43001,2021,38,386205,343450,,,,,,,4.780829354528877,
8600000US43001,860,43001,2022,10,344625,331000,,,,,,,4.368080024281775,
8600000US43001,860,43001,2023,24,464500,464500,,,,,,,6.00206745057501,
8600000US43001,860,43001,2024,30,399468,411250,,,,,,,,
8600000US43003,860,43003,2012,19,58261,43900,,,,,,,0.8175198793273617,
8600000US43003,860,43003,2013,28,115102,88000,,,,,,,1.6272490245751587,
8600000US43003,860,43003,2014,37,141581,110000,,,,,,,1.9513579677493749,
8600000US43003,860,43003,2015,36,173552,135000,,,,,,,2.319906516359637,
8600000US43003,860,43003,2016,29,203002,159900,,,,,,,2.6520051746442435,
8600000US43003,860,43003,2017,17,173906,139900,,,,,,,2.1940279781695002,
8600000US43003,860,43003,2018,29,215627,177700,,,,,,,2.774308374445763,
8600000US43003,860,43003,2019,31,178776,150000,,,,,,,2.231910366479682,
8600000US43003,860,43003,2020,35,268428,228000,,,,,,,3.279490240639788,
8600000US43003,860,43003,2021,35,247213,219845,,,,,,,3.060245827475327,
8600000US43003,860,43003,2022,19,213439,205000,,,,,,,2.705306359449437,
8600000US43003,860,43003,2023,30,292500,292500,,,,,,,3.779558082439592,
8600000US43003,860,43003,2024,28,288977,297500,,,,,,,,
8600000US43004,860,43004,2012,420,172859,130250,,,,,,,2.4255572729473545,
8600000US43004,860,43004,2013,519,185732,142000,,,,,,,2.6257881987462786,
8600000US43004,860,43004,2014,535,199371,154900,,,,,,,2.747866810948892,
8600000US43004,860,43004,2015,638,205563,159900,,,,,,,2.7478003849326367,
8600000US43004,860,43004,2016,721,217094,171000,,,,,,,2.836103094835307,
8600000US43004,860,43004,2017,782,241156,194000,,,,,,,3.0424691048240384,
8600000US43004,860,43004,2018,730,260889,215000,,,,,,,3.356647723724474,
8600000US43004,860,43004,2019,690,268164,225000,,,,,,,3.3478655497195233,
8600000US43004,860,43004,2020,771,288442,245000,,,,,,,3.5240136357752108,
8600000US43004,860,43004,2021,687,337346,300000,,,,,,,4.176004677125239,
8600000US43004,860,43004,2022,590,348790,335000,,,,,,,4.420866489832007,
8600000US43004,860,43004,2023,488,341500,341500,,,,,,,4.412714821036309,
8600000US43004,860,43004,2024,442,330259,340000,,,,,,,,
8600000US43005,860,43005,2012,1,52555,39600,,,,,,,0.7374439002588502,
8600000US43005,860,43005,2018,1,183835,151500,,,,,,,2.365265721601199,
8600000US43005,860,43005,2020,1,294329,250000,,,,,,,3.5959322814032766,
8600000US43005,860,43005,2022,1,190013,182500,,,,,,,2.408382490729377,
8600000US43005,860,43005,2024,1,121419,125000,,,,,,,,
8600000US43006,860,43006,2018,1,84819,69900,,,,,,,1.0913008180853057,
8600000US43006,860,43006,2020,1,130682,111000,,,,,,,1.5965939329430547,
8600000US43006,860,43006,2021,2,77308,68750,,,,,,,0.9570010718412004,
8600000US43006,860,43006,2022,2,202975,194950,,,,,,,2.572680364754477,
8600000US43006,860,43006,2024,1,145703,150000,,,,,,,,
8600000US43007,860,43007,2013,4,106927,81750,,,,,,,1.5116773608979457,
8600000US43007,860,43007,2016,1,44434,35000,,,,,,,0.5804889375393903,
8600000US43007,860,43007,2017,4,108769,87500,,,,,,,1.3722476632582647,
8600000US43007,860,43007,2018,1,72806,60000,,,,,,,0.9367388996440393,
8600000US43007,860,43007,2020,2,118320,100500,,,,,,,1.4455647771241171,
8600000US43007,860,43007,2021,1,241765,215000,,,,,,,2.9928033519397546,
8600000US43007,860,43007,2022,4,167107,160500,,,,,,,2.118056930203096,
8600000US43007,860,43007,2024,1,199127,205000,,,,,,,,
8600000US43008,860,43008,2012,27,90112,67900,,,,,,,1.2644555764539376,
8600000US43008,860,43008,2013,24,102349,78250,,,,,,,1.4469572292387065,
8600000US43008,860,43008,2014,31,63068,49000,,,,,,,0.8692412765429033,
8600000US43008,860,43008,2015,27,79095,61525,,,,,,,1.0572759142150123,
8600000US43008,860,43008,2016,26,97121,76500,,,,,,,1.2687829634789531,
8600000US43008,860,43008,2017,40,117408,94450,,,,,,,1.4812433347970644,
8600000US43008,860,43008,2018,43,139545,115000,,,,,,,1.795416224317742,
8600000US43008,860,43008,2019,38,100710,84500,,,,,,,1.2573095064502209,
8600000US43008,860,43008,2020,30,284322,241500,,,,,,,3.4736705838355646,
8600000US43008,860,43008,2021,39,202407,180000,,,,,,,2.505602806275143,
8600000US43008,860,43008,2022,62,208129,199900,,,,,,,2.6380036158728903,
8600000US43008,860,43008,2023,49,198500,198500,,,,,,,2.564930869621398,
8600000US43008,860,43008,2024,42,239438,246500,,,,,,,,
8600000US43009,860,43009,2016,1,389753,307000,,,,,,,5.0917172521312235,
8600000US43011,860,43011,2012,57,190444,143500,,,,,,,2.6723030224026516,
8600000US43011,860,43011,2013,81,185079,141500,,,,,,,2.6165424656521017,
8600000US43011,860,43011,2014,78,203940,158450,,,,,,,2.810842454453531,
8600000US43011,860,43011,2015,92,230696,179450,,,,,,,3.0837572174869394,
8600000US43011,860,43011,2016,81,247436,194900,,,,,,,3.232494112183634,
8600000US43011,860,43011,2017,87,234941,189000,,,,,,,2.964054952637852,
8600000US43011,860,43011,2018,73,230431,189900,,,,,,,2.964778617373384,
8600000US43011,860,43011,2019,88,267568,224500,,,,,,,3.340425848497924,
8600000US43011,860,43011,2020,87,323644,274900,,,,,,,3.954087136631043,
8600000US43011,860,43011,2021,76,325707,289650,,,,,,,4.031932515764418,
8600000US43011,860,43011,2022,72,327967,315000,,,,,,,4.156934162080843,
8600000US43011,860,43011,2023,67,360000,360000,,,,,,,4.6517637937718055,
8600000US43011,860,43011,2024,51,339876,349900,,,,,,,,
8600000US43013,860,43013,2012,9,165892,125000,,,,,,,2.327790089200916,
8600000US43013,860,43013,2013,13,150417,115000,,,,,,,2.1265186116607184,
8600000US43013,860,43013,2014,24,187594,145750,,,,,,,2.5855493072679216,
8600000US43013,860,43013,2015,22,196049,152500,,,,,,,2.6206351388507008,
8600000US43013,860,43013,2016,23,263433,207500,,,,,,,3.441470129697814,
8600000US43013,860,43013,2017,20,234319,188500,,,,,,,2.9562135374192335,
8600000US43013,860,43013,2018,21,226912,187000,,,,,,,2.919502903890589,
8600000US43013,860,43013,2019,5,381269,319900,,,,,,,4.759920841579002,
8600000US43013,860,43013,2020,16,208090,176750,,,,,,,2.5423241229521167,
8600000US43013,860,43013,2021,24,377827,336000,,,,,,,4.677125238380267,
8600000US43013,860,43013,2022,5,327967,315000,,,,,,,4.156934162080843,
8600000US43013,860,43013,2023,14,332500,332500,,,,,,,4.296420726192014,
8600000US43013,860,43013,2024,19,237981,245000,,,,,,,,
8600000US43014,860,43014,2012,9,92767,69900,,,,,,,1.3017002178811523,
8600000US43014,860,43014,2013,8,108562,83000,,,,,,,1.5347916936333883,
8600000US43014,860,43014,2014,12,141581,110000,,,,,,,1.9513579677493749,
8600000US43014,860,43014,2015,6,101560,79000,,,,,,,1.357574924388232,
8600000US43014,860,43014,2016,12,139937,110225,,,,,,,1.8281255182936944,
8600000US43014,860,43014,2017,5,182732,147000,,,,,,,2.305376074273885,
8600000US43014,860,43014,2018,9,224485,185000,,,,,,,2.888278273902454,
8600000US43014,860,43014,2019,8,88732,74450,,,,,,,1.1077715118960823,
8600000US43014,860,43014,2020,8,105958,90000,,,,,,,1.2945356213051795,
8600000US43014,860,43014,2021,6,265379,236000,,,,,,,3.285123679338521,
8600000US43014,860,43014,2022,15,156175,150000,,,,,,,1.9794924581337345,
8600000US43014,860,43014,2023,13,347500,347500,,,,,,,4.490244217599173,
8600000US43014,860,43014,2024,9,231181,238000,,,,,,,,
8600000US43015,860,43015,2012,637,216323,163000,,,,,,,3.0354382763179943,
8600000US43015,860,43015,2013,862,222356,170000,,,,,,,3.143549252020193,
8600000US43015,860,43015,2014,830,227108,176450,,,,,,,3.130155576448883,
8600000US43015,860,43015,2015,880,244194,189950,,,,,,,3.264194390981578,
8600000US43015,860,43015,2016,919,257720,203000,,,,,,,3.366835837728464,
8600000US43015,860,43015,2017,956,273476,220000,,,,,,,3.4502226961922093,
8600000US43015,860,43015,2018,910,290860,239700,,,,,,,3.742271904077937,
8600000US43015,860,43015,2019,968,297841,249900,,,,,,,3.718362670555151,
8600000US43015,860,43015,2020,1129,341304,289900,,,,,,,4.1698430735152385,
8600000US43015,860,43015,2021,1104,376703,335000,,,,,,,4.66320522278985,
8600000US43015,860,43015,2022,971,406054,390000,,,,,,,5.14668039114771,
8600000US43015,860,43015,2023,956,410000,410000,,,,,,,5.297842098462334,
8600000US43015,860,43015,2024,1004,412727,424900,,,,,,,,
8600000US43016,860,43016,2012,515,288652,217500,,,,,,,4.050354755209594,
8600000US43016,860,43016,2013,696,281215,215000,,,,,,,3.975665230496126,
8600000US43016,860,43016,2014,714,283161,220000,,,,,,,3.9027159354987497,
8600000US43016,860,43016,2015,727,286682,223000,,,,,,,3.8321418751718443,
8600000US43016,860,43016,2016,803,305963,241000,,,,,,,3.9970809699140877,
8600000US43016,860,43016,2017,772,325962,262222,,,,,,,4.112391004328462,
8600000US43016,860,43016,2018,728,331268,273000,,,,,,,4.262161993380379,
8600000US43016,860,43016,2019,780,333715,280000,,,,,,,4.166232684095407,
8600000US43016,860,43016,2020,736,354372,301000,,,,,,,4.3295024668095445,
8600000US43016,860,43016,2021,724,394695,351000,,,,,,,4.885925472236529,
8600000US43016,860,43016,2022,571,400848,385000,,,,,,,5.080697309209918,
8600000US43016,860,43016,2023,496,395000,395000,,,,,,,5.104018607055175,
8600000US43016,860,43016,2024,484,398254,410000,,,,,,,,
8600000US43017,860,43017,2012,547,369341,278300,,,,,,,5.18259185459692,
8600000US43017,860,43017,2013,639,399913,305750,,,,,,,5.653765787089259,
8600000US43017,860,43017,2014,613,408009,317000,,,,,,,5.623458870695925,
8600000US43017,860,43017,2015,605,416525,324000,,,,,,,5.567775639263129,
8600000US43017,860,43017,2016,612,412764,325125,,,,,,,5.392327594785551,
8600000US43017,860,43017,2017,609,434951,349900,,,,,,,5.487422369989336,
8600000US43017,860,43017,2018,662,446580,368030,,,,,,,5.745800287266596,
8600000US43017,860,43017,2019,622,464817,390000,,,,,,,5.802966952847174,
8600000US43017,860,43017,2020,670,495296,420700,,,,,,,6.0512348431454335,
8600000US43017,860,43017,2021,623,522886,465000,,,,,,,6.47280724954412,
8600000US43017,860,43017,2022,503,530994,510000,,,,,,,6.7302743576546975,
8600000US43017,860,43017,2023,441,550000,550000,,,,,,,7.106861351595813,
8600000US43017,860,43017,2024,449,548813,565000,,,,,,,,
8600000US43018,860,43018,2013,8,52973,40500,,,,,,,0.7489043806283401,
8600000US43018,860,43018,2014,3,89968,69900,,,,,,,1.2399992904152846,
8600000US43018,860,43018,2016,7,120608,95000,,,,,,,1.5756128304640595,
8600000US43018,860,43018,2017,4,184286,148250,,,,,,,2.3249796123204316,
8600000US43018,860,43018,2018,6,217387,179150,,,,,,,2.7969462311871607,
8600000US43018,860,43018,2019,3,131102,110000,,,,,,,1.6367342687517668,
8600000US43018,860,43018,2020,3,181306,154000,,,,,,,2.2150942853444184,
8600000US43018,860,43018,2021,4,241905,215125,,,,,,,2.994543353888557,
8600000US43018,860,43018,2022,6,223850,215000,,,,,,,2.8372725233250193,
8600000US43018,860,43018,2023,4,265000,265000,,,,,,,3.424215014859801,
8600000US43018,860,43018,2024,1,47596,49000,,,,,,,,
8600000US43019,860,43019,2012,34,155606,117250,,,,,,,2.183467103670459,
8600000US43019,860,43019,2013,55,130667,99900,,,,,,,1.847297472216572,
8600000US43019,860,43019,2014,54,185985,144500,,,,,,,2.563374784907133,
8600000US43019,860,43019,2015,37,179851,139900,,,,,,,2.404110530657135,
8600000US43019,860,43019,2016,56,185038,145750,,,,,,,2.4173217898961754,
8600000US43019,860,43019,2017,52,198892,160000,,,,,,,2.50925286995797,
8600000US43019,860,43019,2018,67,181894,149900,,,,,,,2.3402860176106914,
8600000US43019,860,43019,2019,67,193674,162500,,,,,,,2.4179028970196557,
8600000US43019,860,43019,2020,75,194257,165000,,,,,,,2.373315305726162,
8600000US43019,860,43019,2021,65,219275,195000,,,,,,,2.714403040131405,
8600000US43019,860,43019,2022,71,228015,219000,,,,,,,2.890058988875252,
8600000US43019,860,43019,2023,58,237500,237500,,,,,,,3.0688719472800106,
8600000US43019,860,43019,2024,54,247694,255000,,,,,,,,
8600000US43021,860,43021,2012,184,451226,340000,,,,,,,6.331589042626492,
8600000US43021,860,43021,2013,242,467699,357575,,,,,,,6.6120860223007085,
8600000US43021,860,43021,2014,180,451771,351000,,,,,,,6.226605878909369,
8600000US43021,860,43021,2015,211,482089,375000,,,,,,,6.444184767665658,
8600000US43021,860,43021,2016,214,501474,395000,,,,,,,6.551232295087405,
8600000US43021,860,43021,2017,220,503351,404925,,,,,,,6.350370114798319,
8600000US43021,860,43021,2018,232,503575,415000,,,,,,,6.479110722537938,
8600000US43021,860,43021,2019,247,518450,435000,,,,,,,6.4725400627910785,
8600000US43021,860,43021,2020,282,544802,462750,,,,,,,6.656070652877465,
8600000US43021,860,43021,2021,260,562243,500000,,,,,,,6.960007795208731,
8600000US43021,860,43021,2022,207,585134,562000,,,,,,,7.4164984098077245,
8600000US43021,860,43021,2023,160,595116,595116,,,,,,,7.689824266701124,
8600000US43021,860,43021,2024,170,621999,640344,,,,,,,,
8600000US43022,860,43022,2012,9,227603,171500,,,,,,,3.193728002383657,
8600000US43022,860,43022,2013,8,248515,190000,,,,,,,3.513378575787274,
8600000US43022,860,43022,2014,8,191777,149000,,,,,,,2.643203065405971,
8600000US43022,860,43022,2015,11,203120,158000,,,,,,,2.715149848776464,
8600000US43022,860,43022,2016,19,234868,185000,,,,,,,3.0682986698510635,
8600000US43022,860,43022,2017,16,320091,257500,,,,,,,4.038328837588608,
8600000US43022,860,43022,2018,12,233586,192500,,,,,,,3.0053706363579593,
8600000US43022,860,43022,2019,9,293788,246500,,,,,,,3.6677727022482776,
8600000US43022,860,43022,2020,11,158937,135000,,,,,,,1.9418034319577693,
8600000US43022,860,43022,2021,14,281122,250000,,,,,,,3.4800038976043655,
8600000US43022,860,43022,2022,18,355818,341750,,,,,,,4.509943650448025,
8600000US43022,860,43022,2023,15,360000,360000,,,,,,,4.6517637937718055,
8600000US43022,860,43022,2024,12,337059,347000,,,,,,,,
8600000US43023,860,43023,2012,147,331651,249900,,,,,,,4.653717946330471,
8600000US43023,860,43023,2013,171,330264,252500,,,,,,,4.669095212559404,
8600000US43023,860,43023,2014,183,321645,249900,,,,,,,4.433130510368807,
8600000US43023,860,43023,2015,213,331677,258000,,,,,,,4.433599120153972,
8600000US43023,860,43023,2016,192,368488,290250,,,,,,,4.813911832023087,
8600000US43023,860,43023,2017,211,396540,319000,,,,,,,5.002822909478703,
8600000US43023,860,43023,2018,229,428343,353000,,,,,,,5.5111471929057645,
8600000US43023,860,43023,2019,235,399266,335000,,,,,,,4.98459981847129,
8600000US43023,860,43023,2020,245,417829,354900,,,,,,,5.104785466680091,
8600000US43023,860,43023,2021,251,443136,394079,,,,,,,5.485585823856123,
8600000US43023,860,43023,2022,210,465296,446900,,,,,,,5.897567863599773,
8600000US43023,860,43023,2023,195,447900,447900,,,,,,,5.787569453417754,
8600000US43023,860,43023,2024,198,486889,501250,,,,,,,,
8600000US43025,860,43025,2012,51,159123,119900,,,,,,,2.2328162535615186,
8600000US43025,860,43025,2013,66,184425,141000,,,,,,,2.607296732557925,
8600000US43025,860,43025,2014,66,168931,131250,,,,,,,2.3283248478827767,
8600000US43025,860,43025,2015,70,189782,147625,,,,,,,2.5368607368710476,
8600000US43025,860,43025,2016,62,208461,164200,,,,,,,2.723322386970511,
8600000US43025,860,43025,2017,72,205107,165000,,,,,,,2.587667022144157,
8600000US43025,860,43025,2018,56,256945,211750,,,,,,,3.305907699993755,
8600000US43025,860,43025,2019,89,232409,195000,,,,,,,2.901483476423587,
8600000US43025,860,43025,2020,73,235345,199900,,,,,,,2.87530745221006,
8600000US43025,860,43025,2021,89,306524,272590,,,,,,,3.794457049791896,
8600000US43025,860,43025,2022,103,330986,317900,,,,,,,4.1952043496047615,
8600000US43025,860,43025,2023,100,354200,354200,,,,,,,4.576818710427704,
8600000US43025,860,43025,2024,90,318117,327500,,,,,,,,
8600000US43026,860,43026,2012,800,217650,164000,,,,,,,3.0540605970316017,
8600000US43026,860,43026,2013,1034,222356,170000,,,,,,,3.143549252020193,
8600000US43026,860,43026,2014,1007,230776,179300,,,,,,,3.1807134874314804,
8600000US43026,860,43026,2015,1173,237059,184400,,,,,,,3.168820456420126,
8600000US43026,860,43026,2016,1195,239311,188500,,,,,,,3.126347563605002,
8600000US43026,860,43026,2017,1136,254954,205100,,,,,,,3.216548522677373,
8600000US43026,860,43026,2018,1095,273023,225000,,,,,,,3.5127708736651475,
8600000US43026,860,43026,2019,998,289319,242750,,,,,,,3.6119749430862855,
8600000US43026,860,43026,2020,1038,306102,260000,,,,,,,3.7397695726594073,
8600000US43026,860,43026,2021,1086,336350,299114,,,,,,,4.1636785033199235,
8600000US43026,860,43026,2022,864,353996,340000,,,,,,,4.486849571769798,
8600000US43026,860,43026,2023,774,373000,373000,,,,,,,4.819744152991342,
8600000US43026,860,43026,2024,849,367171,378000,,,,,,,,
8600000US43027,860,43027,2013,1,20928,16000,,,,,,,0.29586345901366523,
8600000US43027,860,43027,2014,2,57855,44950,,,,,,,0.797395824093949,
8600000US43027,860,43027,2016,1,93947,74000,,,,,,,1.2273194679404253,
8600000US43027,860,43027,2017,2,119584,96200,,,,,,,1.5086882880622294,
8600000US43027,860,43027,2020,1,134830,114523,,,,,,,1.6472678106525898,
8600000US43027,860,43027,2021,4,95581,85000,,,,,,,1.1832013251854845,
8600000US43027,860,43027,2022,1,176998,170000,,,,,,,2.243424785884899,
8600000US43027,860,43027,2023,1,179900,179900,,,,,,,2.3245897402765214,
8600000US43028,860,43028,2012,74,155275,117000,,,,,,,2.1788115234920573,
8600000US43028,860,43028,2013,72,181809,139000,,,,,,,2.5703138001812165,
8600000US43028,860,43028,2014,95,194352,151000,,,,,,,2.678682301183233,
8600000US43028,860,43028,2015,105,188979,147000,,,,,,,2.526120428924938,
8600000US43028,860,43028,2016,125,190433,150000,,,,,,,2.4878097323116726,
8600000US43028,860,43028,2017,142,204159,164238,,,,,,,2.5757088639357635,
8600000US43028,860,43028,2018,163,204464,168500,,,,,,,2.6306750765003435,
8600000US43028,860,43028,2019,156,224364,188250,,,,,,,2.801047509932001,
8600000US43028,860,43028,2020,145,248413,211000,,,,,,,3.034966845504365,
8600000US43028,860,43028,2021,153,264142,234900,,,,,,,3.2698116621890616,
8600000US43028,860,43028,2022,140,270703,260000,,,,,,,3.4311202607651397,
8600000US43028,860,43028,2023,132,285000,285000,,,,,,,3.6826463367360125,
8600000US43028,860,43028,2024,161,332202,342000,,,,,,,,
8600000US43029,860,43029,2012,2,206038,155250,,,,,,,2.8911152907875377,
8600000US43029,860,43029,2013,5,117718,90000,,,,,,,1.6642319569518669,
8600000US43029,860,43029,2014,4,167001,129750,,,,,,,2.3017154210498303,
8600000US43029,860,43029,2015,4,104131,81000,,,,,,,1.3919439098157822,
8600000US43029,860,43029,2016,8,180150,141900,,,,,,,2.3534680067668425,
8600000US43029,860,43029,2017,3,167815,135000,,,,,,,2.1171821090270373,
8600000US43029,860,43029,2018,3,185656,153000,,,,,,,2.3886841940923,
8600000US43029,860,43029,2020,4,254006,215750,,,,,,,3.1032895588510274,
8600000US43029,860,43029,2021,2,352526,313500,,,,,,,4.363924887595874,
8600000US43029,860,43029,2022,2,212346,203950,,,,,,,2.691449912242501,
8600000US43029,860,43029,2023,2,269000,269000,,,,,,,3.4759012792350434,
8600000US43029,860,43029,2024,4,244100,251300,,,,,,,,
8600000US43030,860,43030,2012,2,173855,131000,,,,,,,2.43952401348256,
8600000US43030,860,43030,2013,2,92539,70750,,,,,,,1.3082712328260508,
8600000US43030,860,43030,2014,1,82374,64000,,,,,,,1.1353355448723634,
8600000US43030,860,43030,2015,2,100917,78500,,,,,,,1.3489826780313443,
8600000US43030,860,43030,2016,4,161995,127600,,,,,,,2.116296812286463,
8600000US43030,860,43030,2017,1,403999,325000,,,,,,,5.096919892102127,
8600000US43030,860,43030,2018,2,306392,252500,,,,,,,3.9421095360019986,
8600000US43030,860,43030,2019,6,283956,238250,,,,,,,3.5450176320918954,
8600000US43030,860,43030,2020,1,276669,235000,,,,,,,3.38017634451908,
8600000US43030,860,43030,2021,2,255696,227389,,,,,,,3.1652584250894362,
8600000US43030,860,43030,2022,5,215521,207000,,,,,,,2.7316995922245533,
8600000US43030,860,43030,2023,1,272000,272000,,,,,,,3.514665977516475,
8600000US43030,860,43030,2024,3,274892,283000,,,,,,,,
8600000US43031,860,43031,2012,127,220172,165900,,,,,,,3.089443006387456,
8600000US43031,860,43031,2013,135,235305,179900,,,,,,,3.326614767284898,
8600000US43031,860,43031,2014,182,224534,174450,,,,,,,3.0946763406716222,
8600000US43031,860,43031,2015,154,243616,189500,,,,,,,3.256461369260379,
8600000US43031,860,43031,2016,161,241215,190000,,,,,,,3.151225660928119,
8600000US43031,860,43031,2017,155,304429,244900,,,,,,,3.8407251740794184,
8600000US43031,860,43031,2018,149,300932,248000,,,,,,,3.8718541185286957,
8600000US43031,860,43031,2019,184,322273,270400,,,,,,,4.023390420640707,
8600000US43031,860,43031,2020,187,325528,276500,,,,,,,3.977101103232024,
8600000US43031,860,43031,2021,195,365458,325000,,,,,,,4.5240050668856755,
8600000US43031,860,43031,2022,184,413561,397210,,,,,,,5.241827995302005,
8600000US43031,860,43031,2023,150,409234,409234,,,,,,,5.2879377180514275,
8600000US43031,860,43031,2024,131,412215,424373,,,,,,,,
8600000US43032,860,43032,2012,2,136695,103000,,,,,,,1.918099033501555,
8600000US43032,860,43032,2013,2,102758,78562,,,,,,,1.452735812422567,
8600000US43032,860,43032,2014,4,138041,107250,,,,,,,1.9025740185556403,
8600000US43032,860,43032,2017,1,167815,135000,,,,,,,2.1171821090270373,
8600000US43033,860,43033,2012,5,66370,50010,,,,,,,0.9313022588875025,
8600000US43033,860,43033,2014,8,82509,64104,,,,,,,1.1371893349417255,
8600000US43033,860,43033,2015,3,38567,30000,,,,,,,0.5155347814132526,
8600000US43033,860,43033,2016,7,151077,119000,,,,,,,1.9736623876339272,
8600000US43033,860,43033,2017,2,266937,214740,,,,,,,3.3677231666771217,
8600000US43033,860,43033,2018,10,185049,152500,,,,,,,2.3808780365952664,
8600000US43033,860,43033,2020,4,161881,137500,,,,,,,1.977762754771802,
8600000US43033,860,43033,2022,4,254565,244500,,,,,,,3.2265727067579872,
8600000US43033,860,43033,2023,8,278000,278000,,,,,,,3.5921953740793384,
8600000US43033,860,43033,2024,6,257603,265200,,,,,,,,
8600000US43035,860,43035,2012,438,314995,237350,,,,,,,4.4200078213747,
8600000US43035,860,43035,2013,469,326994,250000,,,,,,,4.622866547088519,
8600000US43035,860,43035,2014,482,346808,269450,,,,,,,4.779940040091536,
8600000US43035,860,43035,2015,520,340676,265000,,,,,,,4.553890569150398,
8600000US43035,860,43035,2016,637,351667,277000,,,,,,,4.594155305668889,
8600000US43035,860,43035,2017,579,372922,300000,,,,,,,4.704849131171194,
8600000US43035,860,43035,2018,480,385872,318000,,,,,,,4.964716168113408,
8600000US43035,860,43035,2019,539,393188,329900,,,,,,,4.908714866010981,
8600000US43035,860,43035,2020,505,418535,355500,,,,,,,5.113415704155459,
8600000US43035,860,43035,2021,523,463851,412500,,,,,,,5.742006431047203,
8600000US43035,860,43035,2022,442,480497,461500,,,,,,,6.090238462858124,
8600000US43035,860,43035,2023,340,499950,499950,,,,,,,6.460136968600595,
8600000US43035,860,43035,2024,354,505972,520895,,,,,,,,
8600000US43036,860,43036,2016,1,117942,92900,,,,,,,1.540783494211696,
8600000US43036,860,43036,2017,6,125550,101000,,,,,,,1.5839658741609686,
8600000US43036,860,43036,2018,3,109113,89921,,,,,,,1.4038749765815275,
8600000US43036,860,43036,2019,2,126931,106500,,,,,,,1.5846563602005743,
8600000US43036,860,43036,2020,1,29433,25000,,,,,,,0.3595932281403276,
8600000US43036,860,43036,2021,3,196785,175000,,,,,,,2.436002728323056,
8600000US43036,860,43036,2022,1,353996,340000,,,,,,,4.486849571769798,
8600000US43036,860,43036,2023,1,235000,235000,,,,,,,3.036568032045484,
8600000US43036,860,43036,2024,1,213697,220000,,,,,,,,
8600000US43037,860,43037,2012,1,192302,144900,,,,,,,2.6983742714017023,
8600000US43037,860,43037,2014,3,25613,19900,,,,,,,0.3530183959837505,
8600000US43037,860,43037,2016,2,109118,85950,,,,,,,1.4255149766145887,
8600000US43037,860,43037,2017,1,300824,242000,,,,,,,3.79524496581143,
8600000US43037,860,43037,2018,3,72806,60000,,,,,,,0.9367388996440393,
8600000US43037,860,43037,2020,1,208973,177500,,,,,,,2.553111919796326,
8600000US43037,860,43037,2023,1,190000,190000,,,,,,,2.455097557824008,
8600000US43037,860,43037,2024,2,241866,249000,,,,,,,,
8600000US43040,860,43040,2012,354,195089,147000,,,,,,,2.7374811449002774,
8600000US43040,860,43040,2013,480,214508,164000,,,,,,,3.0326004548900687,
8600000US43040,860,43040,2014,451,212242,164900,,,,,,,2.9252629898351987,
8600000US43040,860,43040,2015,528,231274,179900,,,,,,,3.091490239208138,
8600000US43040,860,43040,2016,551,238676,188000,,,,,,,3.1180548644972967,
8600000US43040,860,43040,2017,573,260921,209900,,,,,,,3.291826108776112,
8600000US43040,860,43040,2018,497,271688,223900,,,,,,,3.495597327171673,
8600000US43040,860,43040,2019,536,285386,239450,,,,,,,3.562872915023733,
8600000US43040,860,43040,2020,599,311988,265000,,,,,,,3.8116882182874727,
8600000US43040,860,43040,2021,631,339595,302000,,,,,,,4.2038447083060735,
8600000US43040,860,43040,2022,451,343584,330000,,,,,,,4.354883407894216,
8600000US43040,860,43040,2023,452,335000,335000,,,,,,,4.328724641426541,
8600000US43040,860,43040,2024,476,349686,360000,,,,,,,,
8600000US43041,860,43041,2016,1,392610,309250,,,,,,,5.129034398115899,
8600000US43044,860,43044,2014,1,328210,255000,,,,,,,4.523602561600824,
8600000US43044,860,43044,2018,1,257248,212000,,,,,,,3.3098107787422717,
8600000US43044,860,43044,2019,2,306899,257500,,,,,,,3.8314461291234543,
8600000US43045,860,43045,2012,13,167219,126000,,,,,,,2.3464124099145236,
8600000US43045,860,43045,2013,24,158788,121400,,,,,,,2.2448639952661846,
8600000US43045,860,43045,2014,17,166035,129000,,,,,,,2.2884107076333575,
8600000US43045,860,43045,2015,22,174516,135750,,,,,,,2.3327948858949683,
8600000US43045,860,43045,2016,26,176468,139000,,,,,,,2.30537035194215,
8600000US43045,860,43045,2017,17,176693,142142,,,,,,,2.2291888840097864,
